,Community 0,Community 1,Community 2,Community 3,Community 4,Community 5,Community 6,Community 7,Community 8,Community 9,Community 10,Community 11,Community 12,Community 13,Community 14,Community 15,Community 16,Community 17,Community 18,Community 19,ID,City,State,Latitude,Longitude,MeanAnnual Temperature,MeanAnnualPrecipitation,NetPrimaryProductivity,Elevation,Residence,NumberBedroooms
654,3.623083433097644e-07,3.623083397643683e-07,0.7374146436996367,3.6230834704687836e-07,0.00029354496414007417,3.623083494249051e-07,0.07150460782300185,0.0009765304187463893,0.04500069453415191,3.6230834163793004e-07,3.6230834502418115e-07,3.6230834539625885e-07,0.011526949216771684,0.03326536954077184,0.0003214003140202392,0.03149756595576624,0.00012137582786331284,7.183577076403626e-05,0.013254507543471891,0.05474843823248227,654,Alameda,CA,37.8,-122.3,14.09617737,41.10183486,1.87041945,115.66960139999999,"Low rise apartment (multiple units, with 4 or fewer stories)",2
566,0.22006937836789345,3.563106180033002e-07,0.17212362124986377,4.5352748294737265e-05,0.012852486461597397,3.563106259829833e-07,3.563106247952071e-07,3.5631062016295047e-07,3.5631062554751245e-07,3.563106224158742e-07,3.5631062291497147e-07,1.900228298630436e-05,3.5631062529561363e-07,0.00041773101973259063,0.3842954446484017,3.5631062349336983e-07,0.00017524443827823143,0.08221215395276474,0.03304898093352431,0.09473739710105407,566,Cedar Park,TX,30.5,-97.9,20.15902141,63.98692661,0.917398545,210.05499269999996,One-family house detached from any other house,4
987,3.143981907462651e-07,3.1439817978765495e-07,0.26578391732489215,3.143981991808406e-07,0.0011638099872912603,3.1439818293695384e-07,0.012128854829402309,3.1439818634087194e-07,0.06253160035683036,3.1439818327517425e-07,3.1439818145361074e-07,3.143981837647187e-07,3.1439818277809223e-07,0.0009212765693951962,3.1439818276959913e-07,3.1439818677608546e-07,4.638577903320876e-05,0.2868926511261991,0.3705277312487313,3.143981853627572e-07,987,South Jordan,UT,40.5,-112.0,10.72744648,34.72324159,0.876892793,1401.720581,One-family house detached from any other house,2
1248,0.0014137100664891097,4.366011636731253e-07,0.3175177339222084,0.11179332427952392,0.0005880446145317593,0.015093678665979422,0.32607703629253754,0.003135577325366279,0.03929647590066791,4.366011525345876e-07,4.366011565787048e-07,0.022764856135117594,0.00829134392346548,0.009730250756367683,0.007709806445664176,0.005953736463513052,0.04075054480461392,0.06875964603666328,0.007304603803656291,0.013818320760161316,1248,Tiburon,CA,37.9,-122.5,13.36735474,74.6293578,1.87041945,176.9082031,"Low rise apartment (multiple units, with 4 or fewer stories)",2
758,0.0014248705930960765,3.4569779147435323e-07,0.2991787240059646,0.039063877124980766,0.02795309219732764,3.4569779476885686e-07,3.456977988910404e-07,3.1372008998577495e-05,0.002149758782786489,3.4569779600853066e-07,2.515834929870815e-05,0.5774621337275956,0.0210551433326144,3.4569779565677757e-07,0.02978324776727869,3.456977941306344e-07,0.0010967069664526998,3.4569779334167924e-07,3.4569779451198983e-07,0.0007731495612470297,758,Morgantown,WV,39.7,-79.9,10.47224771,93.08662079999999,1.4530587519999998,471.0052795,A mobile home,5
703,0.0003039966679159761,3.522540745698244e-07,0.6226928939869154,3.522540787084046e-07,3.5225407615205497e-07,0.17130340165031985,3.5225407953416436e-07,3.5225409428219127e-07,3.5225407955701153e-07,3.522540796215321e-07,3.5225407613762545e-07,3.522540772779452e-07,0.0003725970307743598,3.5225407766351025e-07,3.5225407783314766e-07,0.001796212315053376,4.202676283744921e-05,3.5225408020911795e-07,0.0031014521720872977,0.20038319236514487,703,Raleigh,NC,35.9,-78.6,15.40512232,94.05412844,2.156420352,96.75722504,One-family house detached from any other house,3
270,0.0004680718802176603,5.874612292908044e-07,0.5153579044149139,0.0006052838774652518,0.0010766300178765224,0.013390089913976314,0.03293197027289861,5.874612277959223e-07,0.03651083950040598,5.874612332480652e-07,5.874612321834888e-07,0.04782037860149019,5.874612397257257e-07,0.0017995582165753964,0.0008750048952986254,5.874612395936593e-07,0.03165085355214122,5.874612392159412e-07,0.07775860438511081,0.2397506982429884,270,Woodbury,MN,44.9,-92.9,7.066819572000001,58.93845566,0.9982207790000001,280.3152771,One-family house detached from any other house,4
659,0.029352226248456535,2.4716257426640903e-07,0.011079109106929837,0.003981033741959731,0.00017089490720916428,2.471625787638586e-07,0.003183849124376695,0.00151153757987545,0.00828778191891574,2.471625778449495e-07,0.003466834711095187,0.010024934641778492,0.0003018162484225539,2.471625787868809e-07,0.0011846537679475106,0.0002841321226087406,0.8363896992249013,0.0070308807569174694,0.031492087008434116,0.052257540239861885,659,fountain city,WI,44.1,-91.7,7.040825687999999,61.33853211,0.898849185,286.2644348,One-family house detached from any other house,3
289,0.003259135010745116,3.583869731067935e-07,0.6282469384978068,0.00014906674929083443,0.0005427750040131835,3.583869792563155e-07,3.5838697839460943e-07,0.00023672486307475495,0.09129083235961415,0.0002973474718972201,0.0006007874084562937,3.5838697705779e-07,3.583869786384053e-07,0.005363675761860894,3.5838697876684404e-07,0.003492982002577979,3.5838697898344333e-07,0.09934085741596095,0.16717601035887728,3.583869804654123e-07,289,Upland,CA,34.1,-117.7,11.98409786,47.55840979,1.13715173,1048.727539,"Low rise apartment (multiple units, with 4 or fewer stories)",1
1231,4.745060852011332e-05,3.5256455699536847e-07,0.013936876672404671,3.525645577063643e-07,0.0004845266540491193,0.003391964645178284,0.04814331268366935,3.52564577151115e-07,0.7680205757863967,3.5256455891526134e-07,3.5256455978180977e-07,3.525645617348122e-07,0.000422140848732509,0.009682392416364245,6.451253656465547e-05,0.07696906609709114,0.00023580098339910717,0.008541928165761143,0.04385195420902897,0.026205382305467765,1231,new york,NY,40.7,-74.0,11.81796636,92.61200306,2.213204125,23.8580265,"High rise apartment (multiple units, with 5 or more stories)",1
745,0.0006776795010493839,0.0023756016938606783,0.5116171370820994,5.03088970449456e-07,0.0014442167503320492,0.4098200019953424,5.030889790693331e-07,5.03088989510949e-07,0.000572031559435489,5.030889717168974e-07,5.030889792781939e-07,0.004819807956088896,2.6120316275327912e-05,0.00016416099475824385,0.0004195442254030394,0.0008633389411594008,5.030889781492873e-07,0.006163813203879494,0.04258750963520911,0.018446017611238725,745,chapel hill,NC,35.9,-79.0,14.88906728,97.33899083,1.698932469,136.73361210000002,"Low rise apartment (multiple units, with 4 or fewer stories)",2
536,7.196899009477591e-05,0.0001194275081807429,0.09331116975214242,0.6325122422290811,5.363713549702845e-07,0.0796154718894049,5.363713492773465e-07,2.036737239016077e-05,5.363713515023157e-07,5.363713445600812e-07,0.11900647702607157,5.363713561612786e-07,0.0009143634686684756,5.363713531018386e-07,5.363713553350759e-07,0.0009077977870918306,5.363713574121684e-07,0.029668383895667526,5.36371353959022e-07,0.04384750273903005,536,Tampa,FL,28.0,-82.4,22.15588685,112.4344801,1.448705334,25.95861053,One-family house detached from any other house,3
180,0.03304815455996635,0.004294273270644322,0.1335361902908769,1.735679386854126e-05,0.000991534800726727,0.020625442725957743,0.1308810333850754,0.25680557362222367,0.028658125163931108,4.6214992493976403e-07,4.621499340468168e-07,4.621499278703779e-07,0.006064369139771583,0.03066342669372643,4.621499289419504e-07,4.621499280448805e-07,0.3405118110211673,0.0001752585617893117,8.089315696821142e-05,0.013644246063662659,180,Brookline,MA,42.3,-71.1,9.388990826,94.63203364,,52.88596344,One-family house attached to one or more houses (e.g. a townhouse or condominium),2
1171,0.0007463078817390692,7.907889126218347e-07,0.3388612390108467,0.0006726084856527811,0.0004694040716806501,0.01985125251860244,0.5271619434165618,7.907888918521779e-07,0.009161138210206221,7.36434086553262e-05,7.907889180143109e-07,0.052391585623109485,0.018370654280759343,0.006872868680354556,0.0008843301507357651,7.907889042110312e-07,0.0023411046241218654,7.907889046003743e-07,0.02081601660712082,0.00132194908532177,1171,Vancouver,WA,45.6,-122.6,10.72392966,91.80917431,2.774417026,120.60250090000001,One-family house detached from any other house,2
399,2.7927968950155667e-07,2.792796848199036e-07,0.00625388433175158,0.0002611478854538764,0.0020576316726431468,0.0012714988977806812,2.792796878399088e-07,2.792796820731697e-07,2.4380354817958296e-05,2.7927968997852516e-07,2.7927968911731796e-07,3.8323604565424624e-05,0.0007897513923294747,2.7927968715688816e-07,2.792796891894778e-07,0.9613048950578349,5.113970692972209e-05,0.0019819342471717174,0.013391541282836556,0.012571637328385208,399,Rogers,AR,36.3,-94.2,14.68279817,94.02966361,1.059547246,379.7380676,One-family house detached from any other house,4
594,3.584023970446894e-07,3.584023862111542e-07,0.8953441378022611,0.0001884979567843256,0.002046329584916469,3.584023917801488e-07,0.02349636669385562,3.584023856188199e-07,3.584023943072234e-07,3.5840238650931557e-07,3.584023961915273e-07,3.5840239066195e-07,3.584023893830992e-07,0.00045538953302881857,3.5840239013680346e-07,0.0012559638019224765,3.584023896078129e-07,0.012942363466546494,3.5840239202685155e-07,0.06426665033199534,594,Los Angeles,CA,34.1,-118.4,13.37056575,39.35022936,1.2204345859999999,619.3668822999999,One-family house attached to one or more houses (e.g. a townhouse or condominium),3
711,0.057250947588075106,3.9474515729244206e-07,0.10870082811133672,0.18543513220439242,0.0010027982771976737,0.2637363891361479,0.002317530164857613,0.0007744616291583316,3.947451599911448e-07,3.9474516088515163e-07,3.947451572263598e-07,7.278256405009282e-05,0.007673751739356586,0.003259964404823651,0.14327370314721052,0.01438776391882811,0.00039962312378688167,3.9474516301215555e-07,0.048138276990618144,0.16357407327436174,711,Hillsborough,NC,36.1,-79.0,14.54518349,92.76712538,1.698932469,137.7061157,One-family house detached from any other house,3
857,0.06199637549416535,4.370247418945673e-07,0.026386281060975954,4.3702474926691877e-07,0.0005089357349404819,0.045427321862137715,4.370247460022577e-07,8.41446803450216e-05,4.370247422852982e-07,4.37024742276822e-07,4.370247400995985e-07,4.370247507039957e-07,0.8642805284460566,4.370247416025011e-07,4.3702474762519496e-07,0.00021487762395941905,4.370247424594157e-07,0.001096290800482918,4.370247463169457e-07,4.370247460470231e-07,857,Raleigh,NC,35.8,-78.7,15.40512232,94.05412844,1.698932469,96.75722504,One-family house detached from any other house,3
721,3.735413770299921e-05,2.81836220215834e-07,0.22831980724731496,2.8183622664517304e-07,2.8183622458430456e-07,0.00032833683226482545,0.3066118027216552,5.0049445582385145e-05,0.0071597584645936236,2.8183622306534107e-07,2.818362221708092e-07,0.000519446459990782,0.0005084399129378123,2.818362248238156e-07,8.26552632661662e-05,4.663389350884662e-05,0.0006298944156224779,0.12496134537716737,0.3220131537150062,0.008729631096044818,721,Golden,CO,39.7,-105.2,6.594877676,32.73715596,0.677392489,2119.006104,One-family house detached from any other house,3
428,0.0003116682778640154,2.9586641905173896e-05,0.17050762810409428,0.0007206060434604897,0.02332810791354006,3.329781645209953e-07,3.3297816193164615e-07,1.3808781890200472e-05,3.3297816109022617e-07,3.329781575011207e-07,1.5718289504549698e-05,0.00016118816259546055,0.2955696492931085,0.01712552961323114,0.0003733214222227984,0.17668993083359147,0.0004998489893811403,3.32978161102065e-07,0.029952088495438782,0.28469965424736576,428,Broxton,GA,31.7,-82.9,18.88845566,101.31460240000001,2.469298906,66.7444458,One-family house detached from any other house,2
407,4.154687383093918e-07,4.154687337105916e-07,0.00762696842273547,4.1546874593633076e-07,4.154687460123361e-07,4.15468741590891e-07,0.004608586695223154,0.004178273267430374,0.00023668453977793814,2.245070792974405e-05,4.154687350665489e-07,0.00029274792455281196,0.0006739011511938108,4.154687407693536e-07,4.154687382206818e-07,4.1546874204287616e-07,0.8823519979699929,0.013403420361251922,0.08660081427251227,4.1546873786939925e-07,407,Petaluma,CA,38.2,-122.7,13.79816514,72.84296636,2.4834948480000003,120.170105,One-family house detached from any other house,3
908,0.0025084552094583453,4.005672121777769e-07,0.14310988231983737,0.0008872183585947479,0.0036289546256185333,0.00374360209266671,0.0042993735396219725,0.00634151839316957,0.5851840394191169,0.0015500098005777423,0.06286222135498323,0.004529345121783638,0.00028832246489325696,0.0035893116996681936,0.0009191288157535386,0.006581359803361915,0.0007378374689899745,0.05621602434001247,0.006512523743549373,0.10651047086113037,908,Costa Mesa,CA,33.7,-117.9,16.28264526,34.18035168,1.13715173,232.91102599999996,One-family house attached to one or more houses (e.g. a townhouse or condominium),2
55,0.38866356772917976,1.4469267403148098e-06,0.04748585768879634,1.446926740366102e-06,0.0031211753256773127,0.23581438739574798,0.1846315269409033,0.0001545666460361337,0.07221495676125697,1.44692675385859e-06,1.4469267381489561e-06,1.4469267539044466e-06,0.032895722825352434,0.01061722667385528,0.0032171750367109377,0.004726569929019628,0.0006303022597213448,0.00705044924552894,0.0037975509290277846,0.004971729979459114,55,Tappan,NY,41.0,-73.9,10.60825688,101.411315,2.213204125,127.7934723,One-family house detached from any other house,3
256,0.002657294425076986,4.7525354932866946e-07,0.6986462677109827,0.0006576691215583931,0.004810565394573543,0.00513406607465348,4.752535590060933e-07,6.428916386407165e-05,0.0416948968328905,0.00016277515061450423,4.752535523166179e-07,0.00029242573064146423,4.752535569875685e-07,4.7525355922612774e-07,9.407990337285613e-05,0.0020743510517063826,3.8418939739324386e-05,0.10505745377316045,0.11406181631100913,0.02455125414837925,256,Los Alamitos,CA,33.8,-118.1,16.55206422,24.44931193,1.13715173,35.27723312,One-family house attached to one or more houses (e.g. a townhouse or condominium),2
765,0.0011977350892778424,3.0284127190948557e-07,0.18219574707549294,3.028412608250688e-07,3.0284126462346766e-07,3.028412616113927e-07,0.018568988598548608,3.028412630018224e-07,0.008872394014625758,0.0007042985947020524,0.012918611056593891,3.0284126207712833e-07,0.022385756977917698,3.0284126100343223e-07,9.679141699337444e-05,3.028412592571248e-07,0.0035057439700090605,0.15012296207131273,0.3553588411421222,0.24406970726229937,765,Papillion,NE,41.2,-96.0,10.21437309,57.74778287,0.974182318,356.30334469999997,One-family house detached from any other house,3
369,0.00014023217502252112,2.9508274186081487e-07,0.1398098569141935,2.950827468775119e-07,0.0006335031240668585,2.950827479033966e-07,2.950827463233815e-07,2.950827572810051e-07,5.339492176780416e-05,0.0045605227684393035,5.6189579524385464e-05,2.9508274795202467e-07,0.0006244813495714849,0.004835464031285567,4.354767674855501e-05,0.0037762725003441214,4.868628391529343e-05,0.13023315340709227,0.007621106927136892,0.7075618178444032,369,Fort Worth,TX,32.6,-97.4,18.83256881,69.65810398,0.931783768,197.87055969999997,One-family house detached from any other house,4
206,0.0029911442410981088,3.63826899682008e-07,0.0014225568579367084,3.638268894312005e-07,0.00015867866615457168,0.019637462655140738,0.0006186997298197097,6.829428180328842e-05,0.0033595476245309197,0.025447586656501663,3.6382690569585873e-07,3.526014769467138e-05,0.9419127964080415,0.0005293306966560479,3.6382688729703617e-07,0.00012169911769562901,3.638268869296967e-07,0.00141034027784927,0.0002649461967426781,0.0020198373078652706,206,Cherry Hill,NJ,39.9,-75.0,12.05818043,94.8633792,1.4646047819999999,22.87888908,One-family house detached from any other house,4
918,0.004652370292756933,3.119307291674204e-07,0.006659791993939484,0.00011695777060632854,3.119307287947916e-07,0.19536941027773294,0.10391307944011903,0.006870699103022259,0.0033617789890205943,0.6378145017414951,3.119307329555592e-07,0.01982943846981859,0.020685612928249403,3.1193073320959314e-07,2.0189312958778903e-05,4.6067115159782675e-05,0.00042326830310697905,0.00023496267761969513,3.119307363754794e-07,3.1193073340402574e-07,918,Yorktown Heights,NY,41.3,-73.8,10.60825688,101.411315,1.980012111,127.7934723,"Low rise apartment (multiple units, with 4 or fewer stories)",2
744,0.8165441711360362,2.6766452364894614e-07,0.04456798345770177,2.6766452870471417e-07,1.448376092603485e-05,0.02199258268862431,0.0205525078265036,6.379090369966794e-05,0.02772638998755809,0.003614517949343618,0.0126938114384051,2.6766452597873567e-07,0.002189030166844295,0.0008347368622435353,2.676645262833807e-07,1.13371097859435e-05,2.676645247249214e-07,0.013766932559761226,0.010400065886535642,0.025026319943401536,744,Winchester,VA,39.2,-78.2,11.92561162,79.51605505,1.849409448,272.70611569999994,One-family house detached from any other house,5
508,0.00019550748126265043,7.227626928497428e-07,0.07580448755071827,2.2775404843497696e-05,0.005325215102013082,0.002004881736203973,0.123710532065438,3.7763177826542104e-05,0.36182545515792025,0.000950759520004481,0.0031439440493063126,0.0035058845961300085,0.0013830858053768124,0.019770396052487576,7.227627044665964e-07,0.001209986955484603,0.0013243091871888075,0.3530957113902231,0.009887963070071764,0.03679989617210298,508,San Jose,CA,37.3,-121.9,12.78998471,51.68119266,1.1165202920000001,378.85443119999996,One-family house detached from any other house,3
685,3.3189953657546906e-07,3.3189952828527687e-07,0.028596066076756174,3.3189953261129706e-07,5.221319231940907e-05,3.3189953311111193e-07,0.05815890704702449,0.0014767767632764875,0.0192114076516703,3.318995302939817e-07,3.3189953534574583e-07,0.00013782877992492713,3.318995352718375e-07,0.001858503260906341,3.3189953399554953e-07,3.3189953500003114e-07,0.743953838616462,0.012733037487555396,0.02705274688265232,0.10676568714565166,685,Milwaukee,WI,43.1,-87.9,7.990061162000001,63.14136086,,187.468338,Duplex or two-family house (designed for two families),3
856,0.0002612514142302613,3.64598905968953e-07,0.21132917552857652,3.645989190385885e-07,3.645989089096937e-07,8.358560988537528e-05,0.0067282230837748674,0.0004616660588759557,0.020782952951856462,3.64598911312764e-07,3.6459891379921973e-07,0.005772518316272177,3.6459891427755263e-07,3.645989123370922e-07,0.00020450764203964125,0.01511147595015653,0.001349001192791078,0.013319208392673844,0.19777801372748402,0.5268158679389977,856,Ames,IA,42.1,-93.6,8.909785933,65.98272171,0.791527867,329.9030457,One-family house detached from any other house,3
435,0.36084047722012974,1.5468412905209334e-05,0.07247560838982214,1.143604530447681e-05,0.000541681037305667,0.16874178354883038,0.04904584370924962,0.0015150270826179365,3.946454576941344e-07,3.9464546347733103e-07,3.946454547202537e-07,0.0055558193150145934,3.946454591780838e-07,0.004947721828338485,0.046635426724413294,0.20386419716493454,0.0008652712934754675,0.007278292124500977,3.9464545823582693e-07,0.07766397287586416,435,Durham,NC,35.9,-78.9,15.40512232,94.05412844,1.698932469,96.75722504,One-family house detached from any other house,3
762,0.00473553814488714,0.0018061905808567605,0.0702492692259869,0.02750211993096951,0.0024716823284073983,0.04558605786835525,2.9516984433953605e-07,0.0009455070672007977,2.841198542756637e-05,2.951698446450257e-07,0.0034817391357699692,2.951698460423177e-07,0.00276838904450473,0.4961672198292205,0.02387952644089164,0.003978936935446761,0.0005441442263427498,0.04940827838480839,0.16993398989904385,0.096512113462345,762,Bryan,TX,30.7,-96.4,20.41727829,82.12798165,1.1678149629999999,93.21138763,One-family house detached from any other house,3
1278,0.19993180517828396,2.923002281120107e-07,0.6991386995253115,2.9230023362580836e-07,2.9230023166343806e-07,0.020376888869502504,0.0053393593538236805,1.3335785413548255e-05,0.023287573630728725,2.923002310475217e-07,2.923002303016647e-07,2.9230023513145474e-07,0.013650890183648548,0.0026409835679881677,0.00011327599389953643,0.009667752321641946,0.0008853612486771259,2.923002334117852e-07,2.923002346853757e-07,0.024951735939222758,1278,Mc Cordsville,IN,39.9,-85.9,11.00175841,85.88845566,1.042322838,261.2016602,One-family house detached from any other house,3
312,0.015007171344734423,0.000948105387419657,0.017346414211541254,0.14927221553106093,3.4460419588702113e-07,0.0035840021078199216,0.002772844269772123,0.000661891213782995,3.4460419588500673e-07,7.153260581550341e-05,3.4460419491022173e-07,3.4460419393170487e-07,3.446041945177656e-07,0.37301093106656047,0.0577867313222614,9.032414971103548e-05,0.3663054750243188,0.0003622357694231417,0.000285580554929612,0.012492822419873503,312,Wurtsboro,NY,41.6,-74.5,7.817431192999999,97.52515291,2.10815415,468.2627869,One-family house detached from any other house,4
131,0.3352123466693686,4.0313478025254686e-07,0.017904454848397103,4.031347865027968e-07,0.00037429674398303965,0.02806269591524581,4.0313478538078724e-07,0.5590640746533975,4.0313478533468075e-07,4.0313479627863786e-07,4.0313477905139934e-07,4.031347822438674e-07,0.0012049345645852277,3.6129941355567775e-05,0.03163318847028176,4.031347845477652e-07,0.004049134476084006,4.0313478648974496e-07,0.004161736644459248,0.01829337885977624,131,Garner,NC,35.7,-78.6,15.40512232,94.05412844,2.156420352,96.75722504,One-family house detached from any other house,3
870,0.0006024015206322372,2.4795561197394566e-07,9.04377232100054e-05,0.00014772122733497852,0.958282727588516,0.00142077819561493,0.00021969699421647967,0.014209298827739325,2.4795561476998575e-07,2.479556105802559e-07,0.017892504774777242,6.708184507299971e-05,2.479556129081566e-07,2.4795561008124953e-07,0.0003340980223479656,2.479556122340252e-07,0.005923534912660094,2.4795560926586703e-07,2.479556121091949e-07,0.0008077347229837321,870,West Chester,PA,40.0,-75.7,11.8103211,92.14327217,1.691739853,81.75190735,One-family house detached from any other house,5
